Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38
Data,7,record,timestamp,776619948,s,position_lat,461088592,semicircles,position_long,-1464833388,semicircles,distance,54655.99,m,altitude,64.8,m,speed,8.981,m/s,cadence,79,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619951,s,position_lat,461088311,semicircles,position_long,-1464829483,semicircles,distance,54684.66,m,altitude,64.8,m,speed,9.432,m/s,cadence,81,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619953,s,position_lat,461087701,semicircles,position_long,-1464827019,semicircles,distance,54703.53,m,altitude,64.8,m,speed,9.419,m/s,cadence,81,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619956,s,position_lat,461086323,semicircles,position_long,-1464823893,semicircles,distance,54729.78,m,altitude,64.8,m,speed,8.432,m/s,cadence,77,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619957,s,position_lat,461085837,semicircles,position_long,-1464822970,semicircles,distance,54737.88,m,altitude,64.8,m,speed,8.188,m/s,cadence,73,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619962,s,position_lat,461083420,semicircles,position_long,-1464819013,semicircles,distance,54774.49,m,altitude,64.8,m,speed,7.069,m/s,cadence,58,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619968,s,position_lat,461080792,semicircles,position_long,-1464814490,semicircles,distance,54815.62,m,altitude,64.8,m,speed,7.128,m/s,cadence,60,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619969,s,position_lat,461080334,semicircles,position_long,-1464813669,semicircles,distance,54822.97,m,altitude,65.2,m,speed,7.256,m/s,cadence,61,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619970,s,position_lat,461079831,semicircles,position_long,-1464812831,semicircles,distance,54830.67,m,altitude,65.6,m,speed,7.67,m/s,cadence,64,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619971,s,position_lat,461079327,semicircles,position_long,-1464811998,semicircles,distance,54838.34,m,altitude,66,m,speed,7.659,m/s,cadence,67,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619972,s,position_lat,461078779,semicircles,position_long,-1464811090,semicircles,distance,54846.7,m,altitude,66.6,m,speed,8.225,m/s,cadence,68,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619973,s,position_lat,461078207,semicircles,position_long,-1464810168,semicircles,distance,54855.28,m,altitude,67,m,speed,8.15,m/s,cadence,69,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619975,s,position_lat,461077108,semicircles,position_long,-1464808463,semicircles,distance,54871.39,m,altitude,67,m,speed,7.934,m/s,cadence,69,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619980,s,position_lat,461074796,semicircles,position_long,-1464804401,semicircles,distance,54908.03,m,altitude,67,m,speed,6.543,m/s,cadence,63,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619986,s,position_lat,461072485,semicircles,position_long,-1464799822,semicircles,distance,54947.79,m,altitude,67,m,speed,6.039,m/s,cadence,63,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619989,s,position_lat,461071359,semicircles,position_long,-1464797645,semicircles,distance,54966.81,m,altitude,67.4,m,speed,6.311,m/s,cadence,62,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619990,s,position_lat,461070986,semicircles,position_long,-1464796923,semicircles,distance,54973.13,m,altitude,67.8,m,speed,6.194,m/s,cadence,64,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619991,s,position_lat,461070665,semicircles,position_long,-1464796326,semicircles,distance,54978.4,m,altitude,68.6,m,speed,5.141,m/s,cadence,64,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619992,s,position_lat,461070379,semicircles,position_long,-1464795805,semicircles,distance,54983.05,m,altitude,69,m,speed,4.435,m/s,cadence,64,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619995,s,position_lat,461069701,semicircles,position_long,-1464794622,semicircles,distance,54993.75,m,altitude,69,m,speed,3.581,m/s,cadence,9,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619996,s,position_lat,461069347,semicircles,position_long,-1464794214,semicircles,distance,54998.19,m,altitude,69,m,speed,4.21,m/s,cadence,38,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619997,s,position_lat,461068979,semicircles,position_long,-1464793797,semicircles,distance,55002.77,m,altitude,69.4,m,speed,4.474,m/s,cadence,41,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619998,s,position_lat,461068639,semicircles,position_long,-1464793415,semicircles,distance,55006.98,m,altitude,69.8,m,speed,4.241,m/s,cadence,43,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776619999,s,position_lat,461068292,semicircles,position_long,-1464792991,semicircles,distance,55011.45,m,altitude,70.2,m,speed,4.433,m/s,cadence,44,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620000,s,position_lat,461067900,semicircles,position_long,-1464792598,semicircles,distance,55016.09,m,altitude,70.6,m,speed,4.536,m/s,cadence,45,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620001,s,position_lat,461067438,semicircles,position_long,-1464792289,semicircles,distance,55020.94,m,altitude,71,m,speed,4.715,m/s,cadence,45,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620002,s,position_lat,461066998,semicircles,position_long,-1464791973,semicircles,distance,55025.65,m,altitude,71,m,speed,4.497,m/s,cadence,44,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620003,s,position_lat,461066464,semicircles,position_long,-1464791694,semicircles,distance,55031.01,m,altitude,71,m,speed,5.004,m/s,cadence,44,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620005,s,position_lat,461065388,semicircles,position_long,-1464791269,semicircles,distance,55041.51,m,altitude,71.4,m,speed,5.156,m/s,cadence,47,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620006,s,position_lat,461064827,semicircles,position_long,-1464791068,semicircles,distance,55046.93,m,altitude,71.8,m,speed,5.322,m/s,cadence,49,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620007,s,position_lat,461064219,semicircles,position_long,-1464790865,semicircles,distance,55052.78,m,altitude,72.4,m,speed,5.803,m/s,cadence,50,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620008,s,position_lat,461063607,semicircles,position_long,-1464790715,semicircles,distance,55058.57,m,altitude,72.8,m,speed,5.746,m/s,cadence,37,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620009,s,position_lat,461062938,semicircles,position_long,-1464790580,semicircles,distance,55064.87,m,altitude,73.2,m,speed,6.357,m/s,cadence,54,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620012,s,position_lat,461060610,semicircles,position_long,-1464790005,semicircles,distance,55086.94,m,altitude,73.2,m,speed,7.533,m/s,cadence,76,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620018,s,position_lat,461055238,semicircles,position_long,-1464788784,semicircles,distance,55137.73,m,altitude,73.2,m,speed,8.305,m/s,cadence,80,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620021,s,position_lat,461052662,semicircles,position_long,-1464788173,semicircles,distance,55162.12,m,altitude,72.8,m,speed,8.149,m/s,cadence,78,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620022,s,position_lat,461051852,semicircles,position_long,-1464787979,semicircles,distance,55169.78,m,altitude,72.4,m,speed,7.64,m/s,cadence,76,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620023,s,position_lat,461051076,semicircles,position_long,-1464787756,semicircles,distance,55177.19,m,altitude,72,m,speed,7.382,m/s,cadence,73,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620024,s,position_lat,461050308,semicircles,position_long,-1464787546,semicircles,distance,55184.49,m,altitude,71.6,m,speed,7.443,m/s,cadence,73,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620025,s,position_lat,461049521,semicircles,position_long,-1464787343,semicircles,distance,55191.96,m,altitude,71.2,m,speed,7.508,m/s,cadence,73,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620031,s,position_lat,461044541,semicircles,position_long,-1464786135,semicircles,distance,55239.13,m,altitude,71.2,m,speed,8.078,m/s,cadence,80,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620036,s,position_lat,461040513,semicircles,position_long,-1464785142,semicircles,distance,55277.33,m,altitude,71.2,m,speed,6.769,m/s,cadence,68,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620037,s,position_lat,461039768,semicircles,position_long,-1464785022,semicircles,distance,55284.31,m,altitude,71.2,m,speed,6.882,m/s,cadence,67,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620040,s,position_lat,461037633,semicircles,position_long,-1464784481,semicircles,distance,55304.59,m,altitude,71.6,m,speed,6.636,m/s,cadence,66,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620041,s,position_lat,461036928,semicircles,position_long,-1464784190,semicircles,distance,55311.48,m,altitude,72,m,speed,6.692,m/s,cadence,66,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620042,s,position_lat,461036250,semicircles,position_long,-1464783876,semicircles,distance,55318.19,m,altitude,72.4,m,speed,6.823,m/s,cadence,67,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620043,s,position_lat,461035543,semicircles,position_long,-1464783556,semicircles,distance,55325.17,m,altitude,72.8,m,speed,7.088,m/s,cadence,68,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620044,s,position_lat,461034864,semicircles,position_long,-1464783177,semicircles,distance,55332.07,m,altitude,73.2,m,speed,6.959,m/s,cadence,70,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620047,s,position_lat,461032709,semicircles,position_long,-1464781601,semicircles,distance,55355.23,m,altitude,73.2,m,speed,7.659,m/s,cadence,75,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620048,s,position_lat,461031990,semicircles,position_long,-1464780940,semicircles,distance,55363.47,m,altitude,73.2,m,speed,7.909,m/s,cadence,76,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620054,s,position_lat,461028342,semicircles,position_long,-1464776611,semicircles,distance,55409.87,m,altitude,73.2,m,speed,7.582,m/s,cadence,74,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620059,s,position_lat,461025297,semicircles,position_long,-1464772784,semicircles,distance,55449.66,m,altitude,72.8,m,speed,7.819,m/s,cadence,76,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620060,s,position_lat,461024718,semicircles,position_long,-1464772032,semicircles,distance,55457.35,m,altitude,72.4,m,speed,7.809,m/s,cadence,76,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620061,s,position_lat,461024136,semicircles,position_long,-1464771311,semicircles,distance,55464.9,m,altitude,72,m,speed,7.779,m/s,cadence,76,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620062,s,position_lat,461023533,semicircles,position_long,-1464770574,semicircles,distance,55472.67,m,altitude,71.6,m,speed,7.98,m/s,cadence,76,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620063,s,position_lat,461022941,semicircles,position_long,-1464769807,semicircles,distance,55480.52,m,altitude,71.2,m,speed,7.845,m/s,cadence,77,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620068,s,position_lat,461020071,semicircles,position_long,-1464766208,semicircles,distance,55517.98,m,altitude,71.2,m,speed,7.17,m/s,cadence,71,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620074,s,position_lat,461016854,semicircles,position_long,-1464762094,semicircles,distance,55560.39,m,altitude,71.2,m,speed,7.264,m/s,cadence,71,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620079,s,position_lat,461014184,semicircles,position_long,-1464758735,semicircles,distance,55595.3,m,altitude,71.2,m,speed,6.546,m/s,cadence,66,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620081,s,position_lat,461013168,semicircles,position_long,-1464757505,semicircles,distance,55608.34,m,altitude,71.6,m,speed,6.458,m/s,cadence,64,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620082,s,position_lat,461012683,semicircles,position_long,-1464756905,semicircles,distance,55614.62,m,altitude,72,m,speed,6.405,m/s,cadence,63,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620083,s,position_lat,461012199,semicircles,position_long,-1464756320,semicircles,distance,55620.83,m,altitude,72.4,m,speed,6.28,m/s,cadence,63,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620084,s,position_lat,461011719,semicircles,position_long,-1464755716,semicircles,distance,55627.1,m,altitude,72.8,m,speed,6.327,m/s,cadence,63,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620085,s,position_lat,461011230,semicircles,position_long,-1464755113,semicircles,distance,55633.43,m,altitude,73.2,m,speed,6.382,m/s,cadence,63,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620087,s,position_lat,461010221,semicircles,position_long,-1464753871,semicircles,distance,55646.48,m,altitude,73.2,m,speed,6.438,m/s,cadence,65,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620094,s,position_lat,461006423,semicircles,position_long,-1464749100,semicircles,distance,55696.09,m,altitude,73.2,m,speed,7.484,m/s,cadence,72,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620100,s,position_lat,461003046,semicircles,position_long,-1464744829,semicircles,distance,55740.36,m,altitude,73.2,m,speed,7.171,m/s,cadence,71,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620107,s,position_lat,460999459,semicircles,position_long,-1464739985,semicircles,distance,55788.99,m,altitude,73.2,m,speed,7.122,m/s,cadence,70,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620110,s,position_lat,460997892,semicircles,position_long,-1464737827,semicircles,distance,55810.46,m,altitude,73.8,m,speed,7.016,m/s,cadence,70,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620111,s,position_lat,460997417,semicircles,position_long,-1464737129,semicircles,distance,55817.2,m,altitude,74.2,m,speed,6.795,m/s,cadence,68,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620112,s,position_lat,460996926,semicircles,position_long,-1464736452,semicircles,distance,55823.94,m,altitude,74.6,m,speed,6.753,m/s,cadence,67,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776620113,s,position_lat,460996435,semicircles,position_long,-1464735821,semicircles,distance,55830.42,m,altitude,75.2,m,speed,6.439,m/s,cadence,65,rpm,temperature,12,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
